Graph_y
Time (Seconds),y (Meters),y_dot (Meters/Seconds)
219.500000,-0.749201,0.147463
219.550003,-0.740562,0.172763
219.600006,-0.730693,0.197388
219.650009,-0.719671,0.220442
219.699997,-0.707526,0.242895
219.750000,-0.694383,0.262874
219.800003,-0.680350,0.280645
219.850006,-0.665562,0.295770
219.900009,-0.650163,0.307983
219.949997,-0.634368,0.315894
220.000000,-0.618341,0.320543
220.050003,-0.602196,0.322891
220.100006,-0.586113,0.321659
220.150009,-0.570240,0.317456
220.199997,-0.554709,0.310625
220.250000,-0.539598,0.302228
220.300003,-0.524977,0.292422
220.350006,-0.510940,0.280726
220.400009,-0.497547,0.267873
220.449997,-0.484795,0.255044
220.500000,-0.472671,0.242479
220.550003,-0.461179,0.229837
220.600006,-0.450295,0.217671
220.650009,-0.440057,0.204760
220.699997,-0.430333,0.194495
220.750000,-0.421069,0.185277
220.800003,-0.412248,0.176414
220.850006,-0.403798,0.169009
220.900009,-0.395631,0.163333
220.949997,-0.387715,0.158315
221.000000,-0.379972,0.154868
221.050003,-0.372322,0.152991
221.100006,-0.364779,0.150864
221.150009,-0.357383,0.147926
221.199997,-0.350113,0.145390
221.250000,-0.342927,0.143716
221.300003,-0.335738,0.143784
221.350006,-0.328471,0.145343
221.400009,-0.321096,0.147501
221.449997,-0.313652,0.148887
221.500000,-0.306538,0.142275
221.550003,-0.300328,0.124192
221.600006,-0.295281,0.100939
221.650009,-0.291298,0.079666
221.699997,-0.288283,0.060305
221.750000,-0.286217,0.041310
221.800003,-0.285164,0.021063
221.850006,-0.285111,0.001072
221.900009,-0.285945,-0.016682
221.949997,-0.286995,-0.021012
222.000000,-0.287428,-0.008647
222.050003,-0.287222,0.004117
222.100006,-0.286981,0.004805
222.150009,-0.286963,0.000367
222.199997,-0.287051,-0.001761
222.250000,-0.287093,-0.000834
222.300003,-0.287072,0.000420
222.350006,-0.287048,0.000486
222.400009,-0.287044,0.000072
222.449997,-0.287054,-0.000193
222.500000,-0.287079,-0.000503
222.550003,-0.287069,0.000192
222.600006,-0.287058,0.000215
222.650009,-0.287052,0.000125
222.699997,-0.287053,-0.000017
222.750000,-0.287053,0.000010
222.800003,-0.287050,0.000059
222.850006,-0.287057,-0.000143
222.900009,-0.287057,-0.0000012
222.949997,-0.287050,0.000132
223.000000,-0.287044,0.000121
223.050003,-0.287038,0.000126
223.100006,-0.287046,-0.000164
223.150009,-0.287064,-0.000352
223.199997,-0.287052,0.000231
223.250000,-0.287037,0.000293
223.300003,-0.287056,-0.000375
223.350006,-0.287059,-0.000054
223.400009,-0.287052,0.000136
223.449997,-0.287045,0.000144
223.500000,-0.287037,0.000154
223.550003,-0.287044,-0.000130
223.600006,-0.287040,0.000065
223.650009,-0.287036,0.000082
223.699997,-0.287036,0.0000077
223.750000,-0.287044,-0.000151
223.800003,-0.287046,-0.000043
223.850006,-0.287039,0.000124
223.900009,-0.287036,0.000060
223.949997,-0.287039,-0.000056
224.000000,-0.287054,-0.000295
224.050003,-0.287047,0.000148
224.100006,-0.287043,0.000079
224.150009,-0.287038,0.000083
224.199997,-0.287033,0.000111
224.250000,-0.287034,-0.000019
224.300003,-0.287032,0.000033
224.350006,-0.287031,0.000029
224.400009,-0.287037,-0.000116
224.449997,-0.287029,0.000145
224.500000,-0.287022,0.000147
224.550003,-0.287018,0.000081
224.600006,-0.287024,-0.000117
224.650009,-0.287048,-0.000485
224.699997,-0.287038,0.000209
224.750000,-0.287025,0.000242
224.800003,-0.287021,0.000097
224.850006,-0.287027,-0.000132
224.900009,-0.287026,0.000029
224.949997,-0.287023,0.000063
225.000000,-0.287020,0.000045
225.050003,-0.287019,0.000020
225.100006,-0.287014,0.000100
225.150009,-0.287016,-0.000036
225.199997,-0.287035,-0.000384
225.250000,-0.287037,-0.000029
225.300003,-0.287013,0.000474
225.350006,-0.287025,-0.000240
225.400009,-0.287024,0.000024
225.449997,-0.287022,0.000032
225.500000,-0.287015,0.000137
225.550003,-0.287012,0.000065
225.600006,-0.287009,0.000067
225.650009,-0.287007,0.000032
225.699997,-0.287008,-0.000011
225.750000,-0.287008,0.0000012
225.800003,-0.287008,-0.0000036
225.850006,-0.287003,0.000091
225.900009,-0.287003,-0.0000018
225.949997,-0.287011,-0.000146
226.000000,-0.287008,0.000046
226.050003,-0.287006,0.000052
226.100006,-0.287001,0.000098
226.150009,-0.287019,-0.000370
226.199997,-0.287021,-0.000023
226.250000,-0.287014,0.000140
226.300003,-0.287006,0.000156
226.350006,-0.286994,0.000235
226.400009,-0.286996,-0.000049
226.449997,-0.286997,-0.0000048
226.500000,-0.287002,-0.000100
226.550003,-0.286998,0.000079
226.600006,-0.286992,0.000122
226.650009,-0.286991,0.000018
226.699997,-0.286993,-0.000046
226.750000,-0.286998,-0.000098
226.800003,-0.287015,-0.000342
226.850006,-0.286997,0.000350
226.900009,-0.286998,-0.0000060
226.949997,-0.286999,-0.000033
227.000000,-0.286996,0.000072
227.050003,-0.286987,0.000172
227.100006,-0.286983,0.000089
227.150009,-0.286992,-0.000192
227.199997,-0.287000,-0.000155
227.250000,-0.286993,0.000142
227.300003,-0.286982,0.000229
227.350006,-0.286982,-0.0000077
227.400009,-0.286983,-0.000018
227.449997,-0.286986,-0.000069
227.500000,-0.287008,-0.000435
227.550003,-0.287001,0.000141
227.600006,-0.286987,0.000272
227.650009,-0.286979,0.000160
227.699997,-0.286977,0.000056
227.750000,-0.286976,0.000011
227.800003,-0.286982,-0.000120
227.850006,-0.286979,0.000057
227.900009,-0.286976,0.000058
227.949997,-0.286977,-0.0000089

